count_consonant,count_tone,count_vowel,date,description,id,internetarchive_url,jsondata,language_pk,markup_description,name,pk,source,source_url
46,5,5,,,1477,,{},1076,,Gimira (GM 1477),416,,
40,2,5,,,1589,,{},2183,,Giryama (GM 1589),185,,
29,5,3,,,1624,,{},135,,Gisiga (GM 1624),1102,,
34,2,7,,,1543,,{},2144,,Glavda (GM 1543),1433,,
35,0,8,,,2263,,{},181,,gLo Tibetan (EA 2263),2203,,http://eurphon.info/languages/html?lang_id=140
28,0,18,,,109,,{},1863,,Goajiro (SPA 109),1402,,https://archive.org/details/guc_SPA1979_phon
26,3,13,,,723,,{},378,,godié (AA 723),2425,,
53,0,13,,,2565,,{},408,,Godoberi (EA 2565),1394,,http://eurphon.info/languages/html?lang_id=37
34,0,7,,,1457,,{},458,,Goggot (GM 1457),1763,,
32,0,18,,,1112,,{},726,,Gojri; Gujari; Gujar (PH 1112),1559,,
35,3,19,,,1724,,{},726,,Gojri (RA 1724),2873,,
13,0,10,,,881,,{},1119,,Golin (PH 881),409,,
23,2,14,,,724,,{},923,,gonja (AA 724),1805,,https://archive.org/details/rosettaproject_gjn_ortho-1
19,0,4,,,2631,,{},2035,,Gooniyandi (ER 2631),2046,,
17,0,5,,,2866,,{},2095,,Goreng (ER 2866),948,,
16,0,10,,,2364,,{},456,,Gorum (EA 2364),1853,,http://eurphon.info/languages/html?lang_id=53
26,3,28,,,1605,,{},710,,Gouro (GM 1605),2131,,
19,4,13,,,725,,{},1196,,grebo (AA 725),800,,
24,0,5,,,2458,,{},597,,Greek (Standard) (EA 2458),2589,,http://eurphon.info/languages/html?lang_id=1
27,0,12,,,2228,,{},449,,greek Thrace Xoraxane Romane (UZ 2228),1486,,
21,0,5,,,318,,{},597,,GREEK (UPSID 318),1458,,http://web.phonetik.uni-frankfurt.de/L/L2000.html
36,0,5,,,2186,,{},597,,Greek (UZ 2186),1661,,
18,0,5,,,2187,,{},597,,Greek (UZ 2187),2125,,
48,0,10,,,2553,,{},2167,,gSerpa (EA 2553),2392,,http://eurphon.info/languages/html?lang_id=317
23,0,17,,,2435,,{},1924,,Gtaʔ (EA 2435),402,,http://eurphon.info/languages/html?lang_id=183
17,0,18,,,1911,,{},1645,,Guahibo (SAPHON 1911),1829,,http://linguistics.berkeley.edu/~saphon/en/inv/Guahibo.html
17,0,12,,,346,,{},1645,,GUAHIBO (UPSID 346),1034,,http://web.phonetik.uni-frankfurt.de/L/L6830.html
14,0,7,,,882,,{},1620,,Guajajara (PH 882),1319,,
15,0,7,,,2082,,{},1620,,Guajajára (SAPHON 2082),1462,,http://linguistics.berkeley.edu/~saphon/en/inv/Guajajara.html
12,0,12,,,2081,,{},1034,,Guajá (SAPHON 2081),935,,http://linguistics.berkeley.edu/~saphon/en/inv/Guaja.html
14,0,12,,,344,,{},1863,,GUAJIRO (UPSID 344),1355,,http://web.phonetik.uni-frankfurt.de/L/L6826.html
20,0,5,,,1855,,{},1554,,Guambiano (SAPHON 1855),2096,,http://linguistics.berkeley.edu/~saphon/en/inv/Guambiano.html
18,0,6,,,347,,{},1554,,GUAMBIANO (UPSID 347),1585,,http://web.phonetik.uni-frankfurt.de/L/L6862.html
24,0,12,,,119,,{},1519,,Guarani (SPA 119),2845,,https://archive.org/details/gug_SPA1979_phon
24,0,12,,,345,,{},1519,,GUARANI (UPSID 345),2650,,http://web.phonetik.uni-frankfurt.de/L/L6828.html
14,0,12,,,2085,,{},147,,Guarayu (SAPHON 2085),1096,,http://linguistics.berkeley.edu/~saphon/en/inv/Guarayu.html
17,0,8,,,1959,,{},1769,,Guató (SAPHON 1959),1686,,http://linguistics.berkeley.edu/~saphon/en/inv/Guato.html
16,0,6,,,1912,,{},1008,,Guayabero (SAPHON 1912),2029,,http://linguistics.berkeley.edu/~saphon/en/inv/Guayabero.html
16,0,3,,,2689,,{},930,,Gudanji (ER 2689),2701,,
30,2,4,,,726,,{},922,,guɗe (AA 726),2584,,
30,2,4,,,1578,,{},922,,Gu'de (GM 1578),2653,,
15,0,3,,,2818,,{},469,,Gudjal (ER 2818),1588,,
14,0,3,,,2819,,{},860,,Gugu Badhun (ER 2819),331,,
13,0,3,,,2885,,{},1054,,Gugu Wakura (ER 2885),467,,
13,0,3,,,349,,{},1054,,GUGU-YALANDYI (UPSID 349),2163,,http://web.phonetik.uni-frankfurt.de/L/L8364.html
35,0,25,,,1725,,{},347,,Gujarati (RA 1725),1521,,
31,0,27,,,2452,,{},347,,Gujarati (Standard) (EA 2452),625,,http://eurphon.info/languages/html?lang_id=39
20,3,10,,,727,,{},10,,gulmancema (AA 727),2829,,
25,0,6,,,2975,,{},392,,Gumatj (ER 2975),2065,,
13,0,6,,,2735,,{},1710,,Gumbaynggir (ER 2735),2842,,
35,0,7,,,1462,,{},1041,,Gumer (GM 1462),1623,,
34,0,10,,,1475,,{},448,,Gumuz (GM 1475),2572,,
22,0,5,,,2656,,{},562,,Gun-Dedjnjenghmi (ER 2656),2199,,
22,0,5,,,2657,,{},562,,Gun-Djeihmi (ER 2657),503,,
19,0,6,,,2997,,{},1885,,Gundungurra (ER 2997),370,,
16,0,4,,,2814,,{},2081,,Gungabula (ER 2814),1040,,
15,0,3,,,2815,,{},328,,Gunggari (ER 2815),1484,,
29,0,7,,,1906,,{},1152,,Günün Yajich (SAPHON 1906),619,,http://linguistics.berkeley.edu/~saphon/en/inv/GununYajich.html
19,0,5,,,883,,{},2086,,Gunwinggu (PH 883),390,,
25,0,6,,,2816,,{},1016,,Gunya (ER 2816),83,,
25,0,6,,,2972,,{},259,,Gupapuyngu (ER 2972),1257,,
36,0,6,,,1463,,{},122,,Gura (GM 1463),754,,
13,0,10,,,2938,,{},1434,,Gureng-gureng (ER 2938),1227,,
17,0,6,,,2853,,{},1111,,Gurindji (ER 2853),1895,,
22,0,5,,,2677,,{},2133,,Gurr-Goni (ER 2677),1580,,
29,0,20,,,2344,,{},485,,Gurung (Western) (EA 2344),1453,,http://eurphon.info/languages/html?lang_id=58
17,0,19,,,2576,,{},974,,Gutob (Koraput) (EA 2576),1678,,http://eurphon.info/languages/html?lang_id=260
21,0,19,,,1726,,{},974,,Gutob (RA 1726),2603,,
17,0,6,,,2886,,{},1731,,Guugu Yimidhirr (ER 2886),600,,
20,0,3,,,2737,,{},565,,Guwa (ER 2737),2774,,
15,0,6,,,3017,,{},1470,,Guwamu (ER 3017),493,,
13,0,6,,,2714,,{},1786,,Guwar (ER 2714),168,,
13,0,10,,,2939,,{},1434,,Guweng (ER 2939),171,,
32,8,12,,,1353,,{},282,,Gwandara (Cancara) (GM 1353),1339,,
35,8,21,,,1355,,{},282,,Gwandara (Gitata) (GM 1355),526,,
28,8,10,,,1352,,{},282,,Gwandara (Karshi) (GM 1352),1336,,
28,8,12,,,1356,,{},282,,Gwandara (Koro) (GM 1356),890,,
43,8,14,,,1357,,{},282,,Gwandara (Nimbia) (GM 1357),120,,
28,8,12,,,1354,,{},282,,Gwandara (Toni) (GM 1354),1934,,
20,0,6,,,339,,{},1058,,GWARI (UPSID 339),50,,http://web.phonetik.uni-frankfurt.de/L/L4140.html
39,0,6,,,1464,,{},122,,Gyeto (GM 1464),2535,,
46,0,10,,,1363,,{},1875,,Hadiyya (GM 1363),2481,,
57,0,5,,,357,,{},994,,HADZA (UPSID 357),1285,,http://web.phonetik.uni-frankfurt.de/L/L4900.html
47,0,3,,,67,,{},1307,,Haida (SPA 67),1564,,https://archive.org/details/hdn_SPA1979_phon
46,0,3,,,353,,{},1307,,HAIDA (UPSID 353),1697,,http://web.phonetik.uni-frankfurt.de/L/L6100.html
23,0,16,,,2323,,{},277,,Hakka Chinese (EA 2323),2680,,http://eurphon.info/languages/html?lang_id=104
26,5,16,,,2165,,{},277,,Hakka Chinese (UZ 2165),1375,,
21,4,6,,,18,,{},277,,Hakka (SPA 18),2229,,https://archive.org/details/hak_SPA1979_phon
16,0,6,,,350,,{},277,,HAKKA (UPSID 350),986,,http://web.phonetik.uni-frankfurt.de/L/L2502.html
29,0,13,,,1727,,{},1019,,Halbi (RA 1727),698,,
25,0,10,,,218,,{},874,,HAMER (UPSID 218),2091,,http://web.phonetik.uni-frankfurt.de/L/L4365.html
23,0,6,,,728,,{},1282,,hanga (AA 728),105,,https://archive.org/details/rosettaproject_hag_ortho-1
16,0,7,,,1064,,{},797,,Hanga Hundi; Kwasengen; West Wosera (PH 1064),2980,,
25,0,9,,,1397,,{},1614,,Harari (GM 1397),2250,,
33,0,10,,,729,,{},1688,,hausa (AA 729),244,,https://archive.org/details/rosettaproject_hau_ortho-2
25,0,6,,,730,,{},1688,,hausa (AA 730),1584,,https://archive.org/details/rosettaproject_hau_ortho-3
32,3,10,,,124,,{},1688,,Hausa (SPA 124),2763,,https://archive.org/details/hau_SPA1979_phon
31,0,7,,,351,,{},1688,,HAUSA (UPSID 351),2252,,http://web.phonetik.uni-frankfurt.de/L/L4366.html
32,4,10,,,2188,,{},1688,,Hausa (UZ 2188),2638,,
9,0,10,,,43,,{},1195,,Hawaiian (SPA 43),662,,https://archive.org/details/haw_SPA1979_phon
8,0,5,,,352,,{},1195,,HAWAIIAN (UPSID 352),1215,,http://web.phonetik.uni-frankfurt.de/L/L2424.html
19,0,10,,,884,,{},2094,,Haya (PH 884),2136,,
26,0,28,,,2396,,{},1940,,Hayu (EA 2396),824,,http://eurphon.info/languages/html?lang_id=24
22,0,5,,,2189,,{},561,,Hebrew (UZ 2189),345,,
27,0,7,,,1497,,{},1826,,Heiban (GM 1497),1534,,
19,2,5,,,1255,,{},1696,,herero (GM 1255),1140,,
37,0,4,,,1403,,{},1438,,Hide (GM 1403),1426,,
26,0,15,,,279,,{},1784,,HIGHLAND CHINANTEC (UPSID 279),1837,,http://web.phonetik.uni-frankfurt.de/L/L6786.html
26,2,7,,,1368,,{},2033,,Higi (GM 1368),1885,,
20,0,5,,,1696,,{},1097,,Hiligaynon (GM 1696),1629,,
26,2,10,,,1323,,{},739,,Hill Guang (GM 1323),2647,,
28,0,11,,,896,,{},2064,,Hill Jarawa (PH 896),174,,
23,0,10,,,2581,,{},712,,Hill Mari (Jaransk) (EA 2581),1422,,http://eurphon.info/languages/html?lang_id=434
24,0,10,,,2273,,{},712,,Hill Mari (Kozmodemjansk) (EA 2273),1349,,http://eurphon.info/languages/html?lang_id=304
34,0,21,,,2542,,{},1296,,Hindi (EA 2542),2143,,http://eurphon.info/languages/html?lang_id=279
37,0,21,,,1728,,{},1296,,Hindi (RA 1728),753,,
71,0,23,,,176,,{},1296,,Hindi-Urdu (SPA 176),2925,,https://archive.org/details/hin_SPA1979_phon
40,0,21,,,354,,{},1296,,HINDI-URDU (UPSID 354),1499,,http://web.phonetik.uni-frankfurt.de/L/L2016.html
63,0,11,,,2190,,{},1296,,Hindi (UZ 2190),2374,,
18,0,5,,,1871,,{},62,,Hixkaryána (SAPHON 1871),1365,,http://linguistics.berkeley.edu/~saphon/en/inv/Hixkaryana.html
18,0,5,,,355,,{},62,,HIXKARYANA (UPSID 355),2053,,http://web.phonetik.uni-frankfurt.de/L/L6842.html
48,0,13,,,2239,,{},2017,,Hmong Njua (Green Hmong) (EA 2239),1138,,http://eurphon.info/languages/html?lang_id=97
46,0,10,,,291,,{},1709,,HMONG (UPSID 291),2015,,http://web.phonetik.uni-frankfurt.de/L/L2519.html
16,0,5,,,1211,,{},1227,,Hoava (PH 1211),2914,,
17,2,7,,,1389,,{},814,,Holoholo (GM 1389),1028,,
22,0,13,,,2359,,{},1815,,Ho (Mayurbhanj) (EA 2359),1997,,http://eurphon.info/languages/html?lang_id=321
31,0,18,,,95,,{},1343,,Hopi (SPA 95),1610,,https://archive.org/details/hop_SPA1979_phon
22,0,6,,,356,,{},1343,,HOPI (UPSID 356),412,,http://web.phonetik.uni-frankfurt.de/L/L6738.html
24,0,19,,,1729,,{},1815,,Ho (RA 1729),1917,,
21,0,14,,,2120,,{},196,,Hoti (SAPHON 2120),735,,http://linguistics.berkeley.edu/~saphon/en/inv/Hoti.html
21,0,10,,,1155,,{},660,,Huallaga (Huanuco) Quechua (PH 1155),3009,,
16,0,6,,,2034,,{},2006,,Huallaga Huánuco Quechua (SAPHON 2034),386,,http://linguistics.berkeley.edu/~saphon/en/inv/HuallagaHQ.html
15,0,8,,,1948,,{},1886,,Huambisa (SAPHON 1948),1518,,http://linguistics.berkeley.edu/~saphon/en/inv/Huambisa.html
22,0,5,,,889,,{},643,,Huanca (PH 889),1244,,
22,0,10,,,563,,{},1325,,HUARI (UPSID 563),430,,http://web.phonetik.uni-frankfurt.de/L/L6841.html
21,0,5,,,360,,{},1565,,HUASTECO (UPSID 360),1483,,http://web.phonetik.uni-frankfurt.de/L/L6776.html
26,0,10,,,1116,,{},1565,,Huastec (PH 1116),2261,,
18,0,6,,,888,,{},885,,"Huave, San Mateo del Mar (PH 888)",1730,,
23,0,6,,,361,,{},885,,HUAVE (UPSID 361),1733,,http://web.phonetik.uni-frankfurt.de/L/L6716.html
17,0,6,,,2035,,{},216,,Huaylas-Conchucos Quechua (SAPHON 2035),1909,,http://linguistics.berkeley.edu/~saphon/en/inv/HuaylasCQ.html
20,0,10,,,887,,{},1796,,Huaylas (PH 887),2354,,
15,0,10,,,886,,{},425,,Huichol (PH 886),1907,,
18,0,6,,,2128,,{},1070,,"Huitoto, Minica (SAPHON 2128)",713,,http://linguistics.berkeley.edu/~saphon/en/inv/HuitotoMinica.html
14,0,6,,,2129,,{},41,,"Huitoto, Murui (SAPHON 2129)",2024,,http://linguistics.berkeley.edu/~saphon/en/inv/HuitotoMurui.html
41,0,28,,,2313,,{},1953,,Humla Bhotia (EA 2313),179,,http://eurphon.info/languages/html?lang_id=130
50,0,15,,,183,,{},1358,,Hungarian (SPA 183),1160,,https://archive.org/details/hun_SPA1979_phon
25,0,14,,,2557,,{},1358,,Hungarian (Standard) (EA 2557),1964,,http://eurphon.info/languages/html?lang_id=161
26,0,14,,,358,,{},1358,,HUNGARIAN (UPSID 358),2458,,http://web.phonetik.uni-frankfurt.de/L/L2154.html
50,0,14,,,2191,,{},1358,,Hungarian (UZ 2191),1475,,
36,0,24,,,2237,,{},964,,Hunzib (UZ 2237),910,,
35,0,7,,,65,,{},80,,Hupa (SPA 65),115,,https://archive.org/details/hup_SPA1979_phon
28,0,7,,,359,,{},80,,HUPA (UPSID 359),2859,,http://web.phonetik.uni-frankfurt.de/L/L6105.html
20,0,9,,,1020,,{},674,,Hup (PH 1020),1273,,
19,0,15,,,1991,,{},674,,Hup (SAPHON 1991),364,,http://linguistics.berkeley.edu/~saphon/en/inv/Hupde.html
11,0,6,,,885,,{},2109,,Huron (PH 885),1435,,
33,0,19,,,39,,{},67,,Iai (SPA 39),2215,,https://archive.org/details/iai_SPA1979_phon
36,0,16,,,363,,{},67,,IAI (UPSID 363),2068,,http://web.phonetik.uni-frankfurt.de/L/L2422.html
18,0,12,,,332,,{},678,,IATE (UPSID 332),741,,http://web.phonetik.uni-frankfurt.de/L/L6870.html
25,3,10,,,891,,{},2186,,Ibani (PH 891),1698,,
19,0,6,,,364,,{},1248,,IBAN (UPSID 364),2699,,http://web.phonetik.uni-frankfurt.de/L/L2435.html
17,2,13,,,1057,,{},1653,,Ibibio (PH 1057),20,,
30,0,15,,,2568,,{},131,,Icelandic (EA 2568),2798,,http://eurphon.info/languages/html?lang_id=323
23,0,16,,,158,,{},131,,Icelandic (SPA 158),695,,https://archive.org/details/isl_SPA1979_phon
17,0,6,,,1187,,{},1294,,Ida''an' (PH 1187),2517,,
47,5,23,,,1536,,{},1088,,Idu (GM 1536),545,,
19,3,12,,,731,,{},284,,ifɛ̀ (AA 731),1639,,
28,0,8,,,732,,{},315,,igbo (AA 732),2544,,https://archive.org/details/rosettaproject_ibo_ortho-2
46,3,16,,,143,,{},315,,Igbo (SPA 143),2251,,https://archive.org/details/ibo_SPA1979_phon
43,0,16,,,365,,{},315,,IGBO (UPSID 365),1536,,http://web.phonetik.uni-frankfurt.de/L/L4116.html
24,3,8,,,2192,,{},315,,Igbo (UZ 2192),428,,
24,4,10,,,733,,{},1862,,igede (AA 733),1420,,https://archive.org/details/rosettaproject_ige_ortho-1
15,0,4,,,1844,,{},853,,Ignaciano (SAPHON 1844),1785,,http://linguistics.berkeley.edu/~saphon/en/inv/Ignaciano.html
23,3,7,,,1580,,{},961,,Igo (GM 1580),496,,
21,2,7,,,1337,,{},1064,,Iikile (GM 1337),558,,
24,2,18,,,734,,{},138,,ijo de l'est; Eastern Ijo (AA 734),1677,,
62,4,5,,,1276,,{},58,,Ikalanga (GM 1276),542,,
16,0,16,,,1096,,{},1523,,Ika (PH 1096),464,,
18,0,5,,,2878,,{},289,,Ikarranggal (ER 2878),2716,,
15,0,6,,,1891,,{},1523,,Ika (SAPHON 1891),1986,,http://linguistics.berkeley.edu/~saphon/en/inv/Ika.html
12,0,6,,,1872,,{},1036,,Ikpeng (SAPHON 1872),232,,http://linguistics.berkeley.edu/~saphon/en/inv/Ikpeng.html
31,0,13,,,368,,{},1372,,IK (UPSID 368),757,,http://web.phonetik.uni-frankfurt.de/L/L4208.html
23,5,18,,,1405,,{},965,,Ikwere (GM 1405),2142,,
29,2,9,,,735,,{},2156,,ikwo (AA 735),2987,,
21,0,3,,,2671,,{},1807,,Ilgar (ER 2671),784,,
19,0,6,,,2606,,{},81,,Ilocano (EA 2606),1007,,http://eurphon.info/languages/html?lang_id=290
17,0,4,,,1117,,{},81,,Ilocano (PH 1117),2072,,
17,0,6,,,1670,,{},81,,Iloko/Ilocano (GM 1670),1592,,
17,0,3,,,2026,,{},1017,,Imbabura Quichua (SAPHON 2026),371,,http://linguistics.berkeley.edu/~saphon/en/inv/ImbaburaQ.html
13,0,10,,,892,,{},897,,Imonda (PH 892),315,,
13,0,18,,,1819,,{},1804,,Iñapari (SAPHON 1819),2297,,http://linguistics.berkeley.edu/~saphon/en/inv/Inyapari.html
23,0,8,,,1690,,{},1127,,Indonesian (GM 1690),1769,,
22,0,9,,,1144,,{},1127,,Indonesian (PH 1144),497,,
10,0,11,,,1873,,{},1767,,Ingarikó (SAPHON 1873),253,,http://linguistics.berkeley.edu/~saphon/en/inv/Ingariko.html
19,0,3,,,2027,,{},167,,Inga (SAPHON 2027),1587,,http://linguistics.berkeley.edu/~saphon/en/inv/IngaHQ.html
13,0,3,,,2028,,{},598,,Inga (SAPHON 2028),679,,http://linguistics.berkeley.edu/~saphon/en/inv/IngaJQ.html
52,0,17,,,2251,,{},301,,Ingush (EA 2251),2071,,http://eurphon.info/languages/html?lang_id=3
35,0,13,,,893,,{},301,,Ingush (PH 893),2361,,
32,0,6,,,62,,{},1830,,Inuit (SPA 62),1647,,https://archive.org/details/kal_SPA1979_phon
19,0,3,,,388,,{},1830,,INUIT (UPSID 388),472,,http://web.phonetik.uni-frankfurt.de/L/L6901.html
24,0,3,,,1077,,{},304,,Iñupiaq; Iñupiat; Inupiat; Inupiaq (PH 1077),855,,
11,0,8,,,2140,,{},1473,,Iquito (SAPHON 2140),1902,,http://linguistics.berkeley.edu/~saphon/en/inv/Iquito.html
21,0,18,,,371,,{},423,,IRANXE (UPSID 371),2499,,http://web.phonetik.uni-frankfurt.de/L/L6845.html
33,3,12,,,129,,{},241,,Iraqw (SPA 129),162,,https://archive.org/details/irk_SPA1979_phon
33,0,12,,,370,,{},241,,IRAQW (UPSID 370),139,,http://web.phonetik.uni-frankfurt.de/L/L4360.html
12,0,7,,,369,,{},49,,IRARUTU (UPSID 369),344,,http://web.phonetik.uni-frankfurt.de/L/L2440.html
34,0,18,,,2521,,{},920,,Irish (Corca Dhuibhne) (EA 2521),2386,,http://eurphon.info/languages/html?lang_id=417
44,0,24,,,156,,{},920,,Irish Gaelic (SPA 156),1598,,https://archive.org/details/gle_SPA1979_phon
35,0,14,,,2262,,{},920,,Irish (Gaoth Dobhair) (EA 2262),279,,http://eurphon.info/languages/html?lang_id=247
45,0,24,,,342,,{},920,,IRISH (UPSID 342),2850,,http://web.phonetik.uni-frankfurt.de/L/L2001.html
35,0,15,,,2193,,{},920,,Irish (UZ 2193),2960,,
33,0,7,,,2432,,{},1084,,Iron Ossetic (Alagir) (EA 2432),2427,,http://eurphon.info/languages/html?lang_id=459
37,0,7,,,2476,,{},1084,,Iron Ossetic (Ksani) (EA 2476),1507,,http://eurphon.info/languages/html?lang_id=460
39,0,7,,,2626,,{},1084,,Iron Ossetic (Kurtat) (EA 2626),1481,,http://eurphon.info/languages/html?lang_id=461
40,0,7,,,2408,,{},1084,,Iron Ossetic (Roka) (EA 2408),1403,,http://eurphon.info/languages/html?lang_id=462
40,0,7,,,2424,,{},1084,,Iron Ossetic (Standard) (EA 2424),650,,http://eurphon.info/languages/html?lang_id=378
37,0,7,,,2351,,{},1084,,Iron Ossetic (Tual-Ch) (EA 2351),1702,,http://eurphon.info/languages/html?lang_id=463
32,0,7,,,2283,,{},1084,,Iron Ossetic (Tual-S) (EA 2283),182,,http://eurphon.info/languages/html?lang_id=464
36,0,7,,,2509,,{},1084,,Iron Ossetic (Tual-Sh) (EA 2509),905,,http://eurphon.info/languages/html?lang_id=463
40,0,7,,,2324,,{},1084,,Iron Ossetic (Upper Alagir) (EA 2324),1070,,http://eurphon.info/languages/html?lang_id=465
40,0,7,,,2389,,{},1084,,Iron Ossetic (Urs-Tual) (EA 2389),1611,,http://eurphon.info/languages/html?lang_id=466
31,0,21,,,1730,,{},399,,Irula (RA 1730),1784,,
9,4,5,,,894,,{},954,,Isaka (PH 894),878,,
32,0,7,,,2270,,{},2099,,Ishkashimi (EA 2270),1766,,http://eurphon.info/languages/html?lang_id=120
17,0,12,,,107,,{},103,,Island Carib (SPA 107),169,,https://archive.org/details/crb_SPA1979_phon
16,0,11,,,292,,{},103,,ISLAND CARIB (UPSID 292),2781,,http://web.phonetik.uni-frankfurt.de/L/L6823.html
28,0,9,,,372,,{},1133,,ISOKO (UPSID 372),778,,http://web.phonetik.uni-frankfurt.de/L/L4147.html
20,0,5,,,2449,,{},561,,Israeli Hebrew (EA 2449),616,,http://eurphon.info/languages/html?lang_id=43
22,3,7,,,2218,,{},1818,,Isthmus (Juchitán) Zapotec (UZ 2218),2391,,
23,0,7,,,2427,,{},1022,,Italian (EA 2427),579,,http://eurphon.info/languages/html?lang_id=69
23,0,7,,,1145,,{},1022,,Italian (PH 1145),2602,,
39,0,31,,,2195,,{},1022,,Italian (UZ 2195),776,,
27,0,5,,,2297,,{},1411,,Itelmen (EA 2297),2375,,http://eurphon.info/languages/html?lang_id=308
27,0,5,,,373,,{},1411,,ITELMEN (UPSID 373),1026,,http://web.phonetik.uni-frankfurt.de/L/L2710.html
63,5,6,,,1533,,{},1156,,Iten (GM 1533),556,,
19,0,6,,,1928,,{},30,,Itonama (SAPHON 1928),693,,http://linguistics.berkeley.edu/~saphon/en/inv/Itonama.html
19,0,6,,,103,,{},30,,Itonama (SPA 103),2491,,https://archive.org/details/ito_SPA1979_phon
19,0,6,,,374,,{},30,,ITONAMA (UPSID 374),2132,,http://web.phonetik.uni-frankfurt.de/L/L6800.html
31,9,8,,,2216,,{},2146,,Itunyoso Trique (UZ 2216),1489,,
19,0,4,,,376,,{},1042,,IVATAN (UPSID 376),919,,http://web.phonetik.uni-frankfurt.de/L/L2428.html
20,0,3,,,2672,,{},2020,,Iwaidja (ER 2672),1162,,
11,0,6,,,377,,{},35,,IWAM (UPSID 377),3001,,http://web.phonetik.uni-frankfurt.de/L/L8605.html
53,4,7,,,1664,,{},1263,,Iyive (GM 1664),643,,
27,5,7,,,1538,,{},2064,,Izere (GM 1538),3006,,
40,2,9,,,736,,{},677,,izi (AA 736),2217,,
17,0,3,,,2699,,{},1667,,Jabirr-Jabirr (ER 2699),54,,
14,0,10,,,1960,,{},2166,,Jabutí (SAPHON 1960),4,,http://linguistics.berkeley.edu/~saphon/en/inv/Jabuti.html
27,0,5,,,378,,{},239,,JACALTEC (UPSID 378),596,,http://web.phonetik.uni-frankfurt.de/L/L6780.html
22,0,30,,,2567,,{},1091,,Jah-Hut (EA 2567),887,,http://eurphon.info/languages/html?lang_id=310
19,0,14,,,895,,{},1876,,Jalonke (PH 895),499,,
21,0,12,,,1053,,{},1421,,Jamaican Creole (PH 1053),663,,
12,0,4,,,1846,,{},1966,,Jamamadí (SAPHON 1846),2976,,http://linguistics.berkeley.edu/~saphon/en/inv/Jamamadi.html
18,0,4,,,2683,,{},1900,,Jaminjung (ER 2683),1274,,
37,2,21,,,1442,,{},326,,"Jamsay, Dogon (GM 1442)",505,,
13,0,6,,,2728,,{},431,,Jandai (ER 2728),2860,,
27,2,11,,,197,,{},2044,,Japanese (SPA 197),1046,,https://archive.org/details/jpn_SPA1979_phon
15,0,5,,,384,,{},2044,,JAPANESE (UPSID 384),2644,,http://web.phonetik.uni-frankfurt.de/L/L2171.html
16,0,5,,,2196,,{},2044,,Japanese (UZ 2196),701,,
50,0,8,,,2407,,{},1202,,Japhug (EA 2407),2616,,http://eurphon.info/languages/html?lang_id=64
14,0,6,,,1874,,{},1550,,Japreria (SAPHON 1874),1321,,http://linguistics.berkeley.edu/~saphon/en/inv/Japreria.html
12,0,12,,,386,,{},1550,,JAPRERIA (UPSID 386),568,,http://web.phonetik.uni-frankfurt.de/L/L6848.html
36,0,6,,,1852,,{},230,,Jaqaru (SAPHON 1852),452,,http://linguistics.berkeley.edu/~saphon/en/inv/Jaqaru.html
36,0,3,,,385,,{},230,,JAQARU (UPSID 385),685,,http://web.phonetik.uni-frankfurt.de/L/L6820.html
11,0,4,,,897,,{},1966,,Jarawara (PH 897),2432,,
11,0,8,,,1847,,{},1966,,Jarawara (SAPHON 1847),827,,http://linguistics.berkeley.edu/~saphon/en/inv/Jarawara.html
17,0,4,,,2783,,{},1517,,Jardwadjali (ER 2783),897,,
17,0,6,,,2854,,{},1028,,Jaru (ER 2854),820,,
16,0,6,,,2029,,{},643,,Jauja-Huanca Quechua (SAPHON 2029),146,,http://linguistics.berkeley.edu/~saphon/en/inv/JaujaHuancaQ.html
34,0,17,,,1731,,{},1351,,Jaunsari (RA 1731),835,,
24,0,9,,,1675,,{},1363,,Javanese (GM 1675),1109,,
22,0,8,,,36,,{},1363,,Javanese (SPA 36),1579,,https://archive.org/details/jav_SPA1979_phon
21,0,8,,,380,,{},1363,,JAVANESE (UPSID 380),75,,http://web.phonetik.uni-frankfurt.de/L/L2409.html
17,0,3,,,2700,,{},1861,,Jawi (ER 2700),1525,,
22,0,5,,,2662,,{},807,,Jawoyn (ER 2662),2827,,
19,0,4,,,381,,{},1500,,JEBERO (UPSID 381),2835,,http://web.phonetik.uni-frankfurt.de/L/L6844.html
39,0,22,,,898,,{},1301,,Jemez (PH 898),319,,
24,4,16,,,1539,,{},1317,,Jere (GM 1539),1001,,
23,0,32,,,2596,,{},1229,,Jèrriais (Eastern Jersey) (EA 2596),1815,,http://eurphon.info/languages/html?lang_id=18
49,0,8,,,1208,,{},611,,Jiarong (PH 1208),2551,,
30,0,8,,,2621,,{},152,,Jibbali (Central) (EA 2621),2685,,http://eurphon.info/languages/html?lang_id=300
34,3,19,,,1232,,{},1698,,Jicarilla Apache (PH 1232),1421,,
29,3,16,,,899,,{},1024,,Jili (PH 899),208,,
25,0,5,,,387,,{},820,,JINGPHO (UPSID 387),2048,,http://web.phonetik.uni-frankfurt.de/L/L2511.html
17,0,3,,,2687,,{},42,,Jingulu (ER 2687),1305,,
17,2,10,,,1439,,{},916,,Jita (GM 1439),2503,,
16,0,8,,,113,,{},699,,Jivaro (SPA 113),103,,https://archive.org/details/jiv_SPA1979_phon
15,0,8,,,383,,{},699,,JIVARO (UPSID 383),1107,,http://web.phonetik.uni-frankfurt.de/L/L6835.html
20,0,6,,,2744,,{},270,,Jiwarli (ER 2744),377,,
