count_consonant,count_tone,count_vowel,date,description,id,internetarchive_url,jsondata,language_pk,markup_description,name,pk,source,source_url
36,5,18,,,1384,,{},1860,,Banjun (GM 1384),2189,,
26,4,7,,,1522,,{},1059,,Bankon (GM 1522),2764,,
20,3,8,,,1184,,{},1844,,Banoo (PH 1184),1947,,
25,0,11,,,2588,,{},2182,,Baoan (Ñantoq) (EA 2588),661,,http://eurphon.info/languages/html?lang_id=220
21,4,12,,,668,,{},1039,,baoulé (AA 668),866,,
15,0,3,,,2798,,{},1616,,Barada (ER 2798),2923,,
11,0,6,,,2050,,{},605,,Barasana-Eduria (SAPHON 2050),2562,,http://linguistics.berkeley.edu/~saphon/en/inv/BarasanaE.html
11,2,12,,,114,,{},1760,,Barasano (SPA 114),2982,,https://archive.org/details/bao_SPA1979_phon
11,0,12,,,239,,{},1760,,BARASANO (UPSID 239),357,,http://web.phonetik.uni-frankfurt.de/L/L6832.html
38,0,6,,,1239,,{},2135,,Barbareño (PH 1239),2106,,
34,0,6,,,862,,{},2135,,Barbareño (PH 862),870,,
17,0,7,,,2697,,{},1185,,Bardi (ER 2697),964,,
17,0,7,,,245,,{},1185,,BARDI (UPSID 245),1416,,http://web.phonetik.uni-frankfurt.de/L/L8357.html
18,0,7,,,2160,,{},1185,,Bardi (UZ 2160),2702,,
16,3,10,,,1613,,{},1012,,Barein (Giliya) (GM 1613),2942,,
31,3,10,,,1614,,{},1012,,Barein (Jalking) (GM 1614),2365,,
28,3,10,,,1612,,{},1012,,Barein (Jalkiya) (GM 1612),2487,,
32,2,10,,,1615,,{},1012,,Barein (Komiya) (GM 1615),2095,,
19,0,4,,,1813,,{},2110,,Baré (SAPHON 1813),2100,,http://linguistics.berkeley.edu/~saphon/en/inv/Bare.html
12,0,5,,,1185,,{},1398,,Bariai (PH 1185),2539,,
17,2,12,,,669,,{},1226,,bariba (AA 669),2732,,
18,0,12,,,240,,{},1226,,BARIBA (UPSID 240),1966,,http://web.phonetik.uni-frankfurt.de/L/L4113.html
10,0,12,,,1892,,{},1624,,Barí (SAPHON 1892),2346,,http://linguistics.berkeley.edu/~saphon/en/inv/Bari.html
15,0,3,,,2799,,{},213,,Barna (ER 2799),2899,,
14,0,10,,,1039,,{},532,,Baruga (PH 1039),2557,,
13,0,10,,,2942,,{},1779,,Barunggam (ER 2942),2565,,
29,5,7,,,670,,{},1349,,basaa (AA 670),2883,,https://archive.org/details/rosettaproject_bas_ortho-1
21,3,6,,,1453,,{},1673,,Basari (GM 1453),468,,
28,0,11,,,2500,,{},1049,,Bashkir (Standard) (EA 2500),989,,http://eurphon.info/languages/html?lang_id=257
27,0,11,,,237,,{},1049,,BASHKIR (UPSID 237),1944,,http://web.phonetik.uni-frankfurt.de/L/L2163.html
24,0,12,,,2419,,{},746,,Basque (Arbizu) (EA 2419),2962,,http://eurphon.info/languages/html?lang_id=403
23,0,7,,,2340,,{},746,,Basque (Baztan) (EA 2340),1338,,http://eurphon.info/languages/html?lang_id=15
23,0,7,,,2583,,{},746,,Basque (Gernika) (EA 2583),627,,http://eurphon.info/languages/html?lang_id=402
21,0,7,,,2615,,{},746,,Basque (Ondarroa) (EA 2615),1898,,http://eurphon.info/languages/html?lang_id=468
23,0,5,,,179,,{},746,,Basque (SPA 179),94,,https://archive.org/details/eus_SPA1979_phon
23,0,5,,,321,,{},746,,BASQUE (UPSID 321),2055,,http://web.phonetik.uni-frankfurt.de/L/L2714.html
23,2,10,,,2161,,{},746,,Basque (UZ 2161),1928,,
22,7,7,,,671,,{},393,,bassa (AA 671),2443,,https://archive.org/details/rosettaproject_bsq_ortho-1
21,3,6,,,672,,{},1673,,bassar (AA 672),415,,https://archive.org/details/rosettaproject_bud_ortho-1
20,2,12,,,1559,,{},1415,,Bassossi (GM 1559),1377,,
16,0,5,,,33,,{},1129,,Batak (SPA 33),1809,,https://archive.org/details/btx_SPA1979_phon
16,0,5,,,241,,{},1129,,BATAK (UPSID 241),2295,,http://web.phonetik.uni-frankfurt.de/L/L2413.html
33,0,18,,,2390,,{},1192,,Bats (EA 2390),192,,http://eurphon.info/languages/html?lang_id=142
35,0,10,,,242,,{},1192,,BATS (UPSID 242),853,,http://web.phonetik.uni-frankfurt.de/L/L2604.html
16,0,7,,,1100,,{},1039,,Baule (PH 1100),2775,,
14,0,4,,,1843,,{},1261,,Baure (SAPHON 1843),544,,http://linguistics.berkeley.edu/~saphon/en/inv/Baure.html
19,2,20,,,144,,{},28,,Beembe (SPA 144),2138,,https://archive.org/details/beq_SPA1979_phon
16,0,10,,,251,,{},28,,BEEMBE (UPSID 251),1656,,http://web.phonetik.uni-frankfurt.de/L/L4123.html
43,2,14,,,1186,,{},564,,Befang (PH 1186),806,,
21,0,5,,,249,,{},773,,BEJA (UPSID 249),2627,,http://web.phonetik.uni-frankfurt.de/L/L4361.html
23,3,10,,,674,,{},1184,,bekwarra (AA 674),1863,,https://archive.org/details/rosettaproject_bkv_ortho-1
19,0,6,,,1669,,{},306,,Belait (GM 1669),2935,,
25,3,10,,,1434,,{},481,,Belanda Boor (GM 1434),457,,
28,5,10,,,1435,,{},283,,Belanda Viri (GM 1435),1974,,
28,0,8,,,2236,,{},880,,Belhare (UZ 2236),2529,,
22,0,13,,,1105,,{},197,,Belizean Creole (PH 1105),1295,,
28,0,3,,,255,,{},705,,BELLA COOLA (UPSID 255),2629,,http://web.phonetik.uni-frankfurt.de/L/L6771.html
15,0,10,,,1188,,{},1388,,Bemba (PH 1188),1746,,
22,2,10,,,1513,,{},601,,Bena (GM 1513),1816,,
29,6,5,,,1478,,{},1076,,Bench (GM 1478),620,,
24,6,19,,,676,,{},1526,,bɛ̀ŋ (AA 676),1565,,https://archive.org/details/rosettaproject_nhb_ortho-1
30,0,17,,,2624,,{},96,,Bengali (Dhaka) (EA 2624),2792,,http://eurphon.info/languages/html?lang_id=305
34,0,14,,,1711,,{},96,,Bengali (RA 1711),1117,,
36,0,17,,,177,,{},96,,Bengali (SPA 177),2522,,https://archive.org/details/ben_SPA1979_phon
29,0,14,,,250,,{},96,,BENGALI (UPSID 250),222,,http://web.phonetik.uni-frankfurt.de/L/L2017.html
49,0,23,,,2162,,{},96,,Bengali (UZ 2162),904,,
20,0,6,,,1189,,{},537,,Berbice Dutch (PH 1189),2721,,
21,3,9,,,1509,,{},1062,,Beria (GM 1509),1522,,
24,0,7,,,675,,{},889,,berom (AA 675),1005,,https://archive.org/details/rosettaproject_bom_ortho-1
24,0,5,,,621,,{},1371,,BERTA (UPSID 621),3002,,http://web.phonetik.uni-frankfurt.de/L/L4218.html
25,0,8,,,2268,,{},503,,Beserman (Šamardan) (EA 2268),184,,http://eurphon.info/languages/html?lang_id=218
39,2,9,,,1401,,{},383,,Besleri (GM 1401),2359,,
14,0,12,,,1957,,{},43,,Bésɨro (SAPHON 1957),881,,http://linguistics.berkeley.edu/~saphon/en/inv/Besiro.html
23,2,26,,,673,,{},740,,bété (AA 673),486,,
24,0,13,,,252,,{},2060,,BETE (UPSID 252),198,,http://web.phonetik.uni-frankfurt.de/L/L4144.html
22,0,15,,,2354,,{},33,,Betta Kurumba (EA 2354),2145,,http://eurphon.info/languages/html?lang_id=54
22,0,15,,,1190,,{},33,,Betta Kurumba (PH 1190),3017,,
19,2,7,,,677,,{},1783,,bhele (AA 677),970,,https://archive.org/details/rosettaproject_bhy_ortho-1
35,0,27,,,1712,,{},1007,,Bhili (RA 1712),212,,
35,0,16,,,2357,,{},1498,,Bhojpuri (EA 2357),2426,,http://eurphon.info/languages/html?lang_id=101
31,0,16,,,2299,,{},256,,Bhujel (EA 2299),392,,http://eurphon.info/languages/html?lang_id=319
33,0,21,,,1713,,{},1481,,Bhumij (RA 1713),2152,,
14,0,5,,,1683,,{},1375,,Biak (GM 1683),2938,,
14,0,10,,,1191,,{},1375,,Biak (PH 1191),2130,,
14,3,10,,,678,,{},443,,biali (AA 678),1030,,https://archive.org/details/rosettaproject_beh_ortho-1
17,0,5,,,2865,,{},1916,,Bibbulman (ER 2865),1524,,
17,0,8,,,2788,,{},1471,,Bidhawal (ER 2788),112,,
16,0,4,,,2797,,{},604,,Bidyara (ER 2797),1593,,
13,0,3,,,2982,,{},1079,,Bigambal (ER 2982),260,,
18,0,7,,,1494,,{},1583,,Bijogo (GM 1494),130,,
28,4,23,,,1102,,{},2098,,Bikele (PH 1102),1985,,
23,0,5,,,1695,,{},1389,,Bikol (Bicolano) (GM 1695),1307,,
19,5,9,,,1251,,{},522,,bila (GM 1251),841,,
17,0,6,,,1192,,{},499,,Bilinara (PH 1192),2178,,
17,0,6,,,2851,,{},499,,Bilinarra (ER 2851),738,,
12,0,8,,,1104,,{},1854,,Biloxi (PH 1104),1942,,
16,0,25,,,1210,,{},1158,,Bilua (PH 1210),2291,,
22,4,18,,,679,,{},211,,bimoba (AA 679),1438,,https://archive.org/details/rosettaproject_bim_ortho-1
11,0,24,,,1193,,{},894,,Binandere (PH 1193),2273,,
17,0,6,,,2688,,{},276,,Binbinka (ER 2688),2397,,
11,0,5,,,872,,{},1774,,Binumarien (PH 872),972,,
15,0,3,,,2800,,{},213,,Biri (ER 2800),2595,,
25,0,27,,,1548,,{},859,,Birifor (GM 1548),2964,,
22,0,7,,,257,,{},889,,BIROM (UPSID 257),992,,http://web.phonetik.uni-frankfurt.de/L/L4120.html
23,3,15,,,680,,{},919,,bisa (AA 680),900,,https://archive.org/details/rosettaproject_bib_ortho-1
18,0,6,,,253,,{},919,,BISA (UPSID 253),67,,http://web.phonetik.uni-frankfurt.de/L/L4104.html
13,0,12,,,1103,,{},2043,,Blackfoot (PH 1103),1131,,
24,2,14,,,1065,,{},1402,,Blang; Plang; Bulang; Pulang; Pula; Kawa; K''ala; Kontoi' (PH 1065),1241,,
31,0,7,,,1332,,{},799,,Blin (GM 1332),302,,
20,2,18,,,681,,{},388,,bobo (AA 681),311,,
21,0,12,,,243,,{},388,,BOBO-FING (UPSID 243),764,,http://web.phonetik.uni-frankfurt.de/L/L4138.html
21,3,13,,,1512,,{},388,,"Bobo, North (GM 1512)",2667,,
19,0,19,,,1194,,{},986,,Bobo (PH 1194),1351,,
15,0,6,,,263,,{},1143,,BODO (UPSID 263),1020,,http://web.phonetik.uni-frankfurt.de/L/L2515.html
17,0,8,,,984,,{},17,,Boiken (PH 984),7,,
23,0,7,,,1662,,{},185,,Bokala-Nkole (GM 1662),190,,
28,0,10,,,1195,,{},837,,Bole (PH 1195),694,,
25,0,3,,,2033,,{},800,,Bolivian Quechua (SAPHON 2033),2912,,http://linguistics.berkeley.edu/~saphon/en/inv/BolivianQ.html
18,0,11,,,1196,,{},1694,,Bongo (PH 1196),1890,,
20,0,3,,,2775,,{},716,,Boonwurrung (ER 2775),722,,
29,0,12,,,1857,,{},180,,Bora (SAPHON 1857),2063,,http://linguistics.berkeley.edu/~saphon/en/inv/Bora.html
19,0,5,,,1897,,{},1867,,Border Kuna (SAPHON 1897),1867,,http://linguistics.berkeley.edu/~saphon/en/inv/Kuna.html
16,3,6,,,1197,,{},676,,Boro (PH 1197),1155,,
22,2,8,,,1714,,{},676,,BoRo (RA 1714),762,,
15,0,7,,,1955,,{},107,,Borôro (SAPHON 1955),343,,http://linguistics.berkeley.edu/~saphon/en/inv/Bororo.html
13,0,7,,,258,,{},107,,BORORO (UPSID 258),1378,,http://web.phonetik.uni-frankfurt.de/L/L6850.html
19,3,12,,,682,,{},1740,,boussa (AA 682),1982,,
20,0,14,,,683,,{},590,,bozo (AA 683),1913,,https://archive.org/details/rosettaproject_bzx_ortho-1
40,0,21,,,2328,,{},1682,,Brag-g.yab Tibetan (EA 2328),1596,,http://eurphon.info/languages/html?lang_id=291
26,0,17,,,2290,,{},1219,,Brahui (Jahlawān) (EA 2290),1850,,http://eurphon.info/languages/html?lang_id=407
26,0,17,,,2377,,{},1219,,Brahui (Sarāwān) (EA 2377),2182,,http://eurphon.info/languages/html?lang_id=156
24,0,9,,,261,,{},1219,,BRAHUI (UPSID 261),1084,,http://web.phonetik.uni-frankfurt.de/L/L2917.html
22,0,9,,,259,,{},1626,,BRAO (UPSID 259),1083,,http://web.phonetik.uni-frankfurt.de/L/L2311.html
32,0,34,,,2584,,{},159,,Breton (Bothoa) (EA 2584),2528,,http://eurphon.info/languages/html?lang_id=144
25,0,17,,,157,,{},159,,Breton (SPA 157),2089,,https://archive.org/details/bre_SPA1979_phon
25,0,20,,,260,,{},159,,BRETON (UPSID 260),2090,,http://web.phonetik.uni-frankfurt.de/L/L2002.html
18,0,9,,,268,,{},810,,BRIBRI (UPSID 268),1865,,http://web.phonetik.uni-frankfurt.de/L/L6801.html
31,0,10,,,1198,,{},1524,,Brokskat (PH 1198),2579,,
41,0,15,,,1715,,{},1524,,Brokskat (RA 1715),2205,,
20,0,22,,,262,,{},821,,BRUU (UPSID 262),389,,http://web.phonetik.uni-frankfurt.de/L/L2316.html
25,0,14,,,1200,,{},1031,,Bubia (PH 1200),291,,
19,0,6,,,1694,,{},203,,Bugis (GM 1694),161,,
23,0,6,,,2219,,{},1482,,Bukharan Tajik (UZ 2219),1859,,
20,0,10,,,1201,,{},380,,Bukusu (PH 1201),1133,,
26,0,6,,,2946,,{},1215,,Bularnu (ER 2946),286,,
37,0,12,,,167,,{},1392,,Bulgarian (SPA 167),2329,,https://archive.org/details/bul_SPA1979_phon
37,0,6,,,2368,,{},1392,,Bulgarian (Standard) (EA 2368),1226,,http://eurphon.info/languages/html?lang_id=278
36,0,6,,,265,,{},1392,,BULGARIAN (UPSID 265),2669,,http://web.phonetik.uni-frankfurt.de/L/L2009.html
23,0,7,,,2163,,{},1392,,Bulgarian (UZ 2163),1298,,
23,10,13,,,1390,,{},504,,Buli (GM 1390),2456,,
24,5,7,,,684,,{},769,,bulu (AA 684),1012,,
37,3,7,,,1575,,{},1410,,Bum (GM 1575),1250,,
38,0,17,,,1716,,{},1853,,Bundeli (RA 1716),1553,,
12,0,8,,,2712,,{},637,,Bundjalung (ER 2712),2936,,
20,0,4,,,2630,,{},1056,,Bunuba (ER 2630),2525,,
17,0,6,,,1676,,{},1213,,Buol (GM 1676),1082,,
21,0,5,,,2629,,{},1582,,Burarra (ER 2629),708,,
16,0,5,,,266,,{},1582,,BURARRA (UPSID 266),1120,,http://web.phonetik.uni-frankfurt.de/L/L8352.html
27,0,18,,,2317,,{},1636,,Buriat (Standard) (EA 2317),553,,http://eurphon.info/languages/html?lang_id=23
26,0,10,,,1657,,{},2128,,Burji (GM 1657),2556,,
33,0,21,,,2338,,{},84,,Burmese (Rangoon) (EA 2338),965,,http://eurphon.info/languages/html?lang_id=147
34,3,13,,,22,,{},84,,Burmese (SPA 22),1474,,https://archive.org/details/mya_SPA1979_phon
33,0,13,,,476,,{},84,,BURMESE (UPSID 476),248,,http://web.phonetik.uni-frankfurt.de/L/L2509.html
33,4,19,,,2164,,{},84,,Burmese (UZ 2164),2498,,
19,3,16,,,1313,,{},1717,,Burun (GM 1313),1165,,
38,0,10,,,2613,,{},1020,,Burushaski (Hunza) (EA 2613),761,,http://eurphon.info/languages/html?lang_id=105
38,0,21,,,2577,,{},1020,,Burushaski (Nagar) (EA 2577),2577,,http://eurphon.info/languages/html?lang_id=408
38,3,12,,,6,,{},1020,,Burushaski (SPA 6),2844,,https://archive.org/details/bsk_SPA1979_phon
38,0,5,,,264,,{},1020,,BURUSHASKI (UPSID 264),1789,,http://web.phonetik.uni-frankfurt.de/L/L2715.html
38,0,10,,,2561,,{},1020,,Burushaski (Werchikwar) (EA 2561),2062,,http://eurphon.info/languages/html?lang_id=409
16,3,12,,,1252,,{},1586,,busa (GM 1252),2651,,
16,0,8,,,2940,,{},1779,,Butchulla (ER 2940),2181,,
38,3,2,,,1402,,{},688,,Buwal (GM 1402),2196,,
20,0,3,,,2717,,{},227,,Buwandik (ER 2717),2327,,
17,3,8,,,1603,,{},314,,Bwamut (GM 1603),442,,
12,0,5,,,1814,,{},1823,,Cabiyarí (SAPHON 1814),2165,,http://linguistics.berkeley.edu/~saphon/en/inv/Cabiyari.html
12,0,10,,,275,,{},765,,CACUA (UPSID 275),2614,,http://web.phonetik.uni-frankfurt.de/L/L6864.html
20,0,3,,,269,,{},2036,,CADDO (UPSID 269),65,,http://web.phonetik.uni-frankfurt.de/L/L6775.html
19,0,3,,,2022,,{},1197,,Cajamarca Quechua (SAPHON 2022),2911,,http://linguistics.berkeley.edu/~saphon/en/inv/CajamarcaQ.html
26,0,6,,,1985,,{},149,,Callawaya (SAPHON 1985),2950,,http://linguistics.berkeley.edu/~saphon/en/inv/Callawalla.html
21,0,21,,,14,,{},738,,Cambodian (SPA 14),1124,,https://archive.org/details/khm_SPA1979_phon
17,0,4,,,110,,{},1037,,Campa (SPA 110),257,,https://archive.org/details/cni_SPA1979_phon
15,0,4,,,288,,{},1037,,CAMPA (UPSID 288),3015,,http://web.phonetik.uni-frankfurt.de/L/L6825.html
44,0,14,,,2546,,{},2096,,Campidanese Sardinian (Sestu) (EA 2546),2137,,http://eurphon.info/languages/html?lang_id=252
21,0,6,,,1924,,{},1882,,Camsá (SAPHON 1924),2284,,http://linguistics.berkeley.edu/~saphon/en/inv/Camsa.html
22,0,6,,,392,,{},1882,,CAMSA (UPSID 392),985,,http://web.phonetik.uni-frankfurt.de/L/L6863.html
21,0,6,,,1925,,{},839,,Candoshi-Shapra (SAPHON 1925),1925,,http://linguistics.berkeley.edu/~saphon/en/inv/Candoshi.html
13,0,16,,,1956,,{},266,,Canela (SAPHON 1956),1744,,http://linguistics.berkeley.edu/~saphon/en/inv/Canela.html
22,5,5,,,19,,{},683,,Cantonese (SPA 19),1748,,https://archive.org/details/yue_SPA1979_phon
52,0,11,,,2257,,{},611,,Caodeng rGyalrong (EA 2257),1882,,http://eurphon.info/languages/html?lang_id=296
16,0,8,,,2000,,{},1668,,Capanahua (SAPHON 2000),826,,http://linguistics.berkeley.edu/~saphon/en/inv/Capanahua.html
21,0,7,,,1606,,{},457,,Cape Verde Creole (GM 1606),2795,,
19,0,8,,,1815,,{},555,,Caquinte (SAPHON 1815),2401,,http://linguistics.berkeley.edu/~saphon/en/inv/Caquinte.html
11,0,6,,,1867,,{},1659,,Carib (SAPHON 1867),2658,,http://linguistics.berkeley.edu/~saphon/en/inv/CaribFrG.html
9,0,6,,,1868,,{},1659,,Carib (SAPHON 1868),2039,,http://linguistics.berkeley.edu/~saphon/en/inv/CaribVen.html
9,0,6,,,1869,,{},1659,,Carib (SAPHON 1869),2713,,http://linguistics.berkeley.edu/~saphon/en/inv/CaribESu.html
16,0,12,,,116,,{},1659,,Carib (SPA 116),573,,https://archive.org/details/car_SPA1979_phon
16,0,6,,,272,,{},1659,,CARIB (UPSID 272),2854,,http://web.phonetik.uni-frankfurt.de/L/L6807.html
14,0,7,,,1870,,{},1214,,Carijona (SAPHON 1870),1408,,http://linguistics.berkeley.edu/~saphon/en/inv/Carijona.html
15,0,6,,,2001,,{},501,,Cashibo-Cacataibo (SAPHON 2001),1087,,http://linguistics.berkeley.edu/~saphon/en/inv/Cashibo.html
25,0,10,,,2555,,{},437,,Catalan (Central) (EA 2555),629,,http://eurphon.info/languages/html?lang_id=227
25,0,10,,,2594,,{},437,,Catalan (Mallorcan) (EA 2594),502,,http://eurphon.info/languages/html?lang_id=443
23,0,16,,,1138,,{},437,,Catalan (PH 1138),2166,,
25,0,9,,,2425,,{},437,,Catalan (Southern Valencian) (EA 2425),1156,,http://eurphon.info/languages/html?lang_id=444
20,0,4,,,854,,{},1662,,Cavinena (PH 854),2216,,
20,0,4,,,2045,,{},1662,,Cavineña (SAPHON 2045),223,,http://linguistics.berkeley.edu/~saphon/en/inv/Cavinenya.html
24,0,4,,,101,,{},1810,,Cayapa (SPA 101),2037,,https://archive.org/details/cbi_SPA1979_phon
24,0,4,,,273,,{},1810,,CAYAPA (UPSID 273),991,,http://web.phonetik.uni-frankfurt.de/L/L6803.html
17,0,16,,,1926,,{},1672,,Cayubaba (SAPHON 1926),2712,,http://linguistics.berkeley.edu/~saphon/en/inv/Cayubaba.html
17,0,16,,,296,,{},1672,,CAYUVAVA (UPSID 296),1634,,http://web.phonetik.uni-frankfurt.de/L/L6840.html
16,0,3,,,2430,,{},978,,Cebuano (EA 2430),1362,,http://eurphon.info/languages/html?lang_id=73
18,0,3,,,1692,,{},978,,Cebuano (GM 1692),2803,,
40,0,4,,,2706,,{},2164,,Central Arrernte (ER 2706),2449,,
17,0,29,,,2597,,{},738,,Central Khmer (EA 2597),2585,,http://eurphon.info/languages/html?lang_id=126
30,0,6,,,2208,,{},1600,,Central Sama (UZ 2208),821,,
21,4,21,,,685,,{},1053,,cerma (AA 685),89,,https://archive.org/details/rosettaproject_cme_ortho-1
15,0,3,,,2023,,{},1267,,Chachapoyas Quechua (SAPHON 2023),1463,,http://linguistics.berkeley.edu/~saphon/en/inv/ChachapoyasQ.html
16,0,4,,,2002,,{},178,,Chácobo (SAPHON 2002),429,,http://linguistics.berkeley.edu/~saphon/en/inv/Chacobo.html
17,0,4,,,121,,{},178,,Chacobo (SPA 121),352,,https://archive.org/details/cao_SPA1979_phon
36,0,8,,,1461,,{},1950,,Chaha (GM 1461),781,,
21,0,16,,,2136,,{},1848,,Chamacoco (SAPHON 2136),1163,,http://linguistics.berkeley.edu/~saphon/en/inv/Chamacoco.html
19,0,10,,,855,,{},1941,,Chamicuro (PH 855),2596,,
19,0,10,,,1816,,{},1941,,Chamicuro (SAPHON 1816),543,,http://linguistics.berkeley.edu/~saphon/en/inv/Chamicuro.html
30,0,6,,,38,,{},556,,Chamorro (SPA 38),1203,,https://archive.org/details/cha_SPA1979_phon
20,0,6,,,277,,{},556,,CHAMORRO (UPSID 277),1112,,http://web.phonetik.uni-frankfurt.de/L/L2416.html
24,2,9,,,29,,{},1409,,Cham (SPA 29),2618,,https://archive.org/details/cja_SPA1979_phon
21,0,11,,,282,,{},1409,,CHAM (UPSID 282),1932,,http://web.phonetik.uni-frankfurt.de/L/L2411.html
34,0,8,,,1717,,{},1354,,Chandangs and Byangs (RA 1717),2073,,
25,0,9,,,622,,{},285,,CHANGZHOU (UPSID 622),285,,http://web.phonetik.uni-frankfurt.de/L/L2503.html
21,0,27,,,2356,,{},1407,,Chantyal (EA 2356),2862,,http://eurphon.info/languages/html?lang_id=263
23,0,4,,,1854,,{},1810,,Cha'palaa (SAPHON 1854),2951,,http://linguistics.berkeley.edu/~saphon/en/inv/Chapalaa.html
29,0,15,,,64,,{},542,,Chasta Costa (SPA 64),1648,,https://archive.org/details/tol_SPA1979_phon
16,0,9,,,294,,{},1181,,CHATINO (UPSID 294),1998,,http://web.phonetik.uni-frankfurt.de/L/L6729.html
32,0,12,,,856,,{},1233,,Chechen (PH 856),2715,,
39,0,31,,,2549,,{},1233,,Chechen (Ploskost) (EA 2549),2889,,http://eurphon.info/languages/html?lang_id=17
39,0,28,,,2276,,{},1233,,Chechen (Pẋarçxoy Äqqiy) (EA 2276),1033,,http://eurphon.info/languages/html?lang_id=411
39,0,25,,,2512,,{},1233,,Chechen (Şaroy) (EA 2512),411,,http://eurphon.info/languages/html?lang_id=412
39,0,25,,,2574,,{},1233,,Chechen (Ҫ̇äberloy) (EA 2574),660,,http://eurphon.info/languages/html?lang_id=413
18,0,6,,,857,,{},1155,,Chepang (PH 857),610,,
19,0,8,,,858,,{},1367,,Cheremis (PH 858),2092,,
25,0,9,,,181,,{},1367,,Cheremis (SPA 181),1354,,https://archive.org/details/mhr_SPA1979_phon
11,0,6,,,280,,{},1329,,CHEROKEE (UPSID 280),299,,http://web.phonetik.uni-frankfurt.de/L/L6781.html
30,3,24,,,1068,,{},1293,,Che; Rukuba; Kuche; Bache; Inchazi; Sale (PH 1068),1919,,
16,0,9,,,1230,,{},99,,Chickasaw (PH 1230),2078,,
32,3,12,,,1115,,{},638,,Chilliwak Halkomelem (PH 1115),1503,,
33,0,9,,,1082,,{},539,,Chimariko (PH 1082),1429,,
31,0,5,,,1157,,{},2037,,Chimborazo Quichua (PH 1157),2336,,
16,0,20,,,1894,,{},400,,Chimila (SAPHON 1894),2299,,http://linguistics.berkeley.edu/~saphon/en/inv/Chimila.html
28,0,7,,,859,,{},934,,Chinanteco (PH 859),1900,,
17,4,10,,,1471,,{},340,,Chindali (GM 1471),78,,
21,6,21,,,2166,,{},683,,Chinese (UZ 2166),1978,,
41,0,10,,,2126,,{},2000,,Chipaya (SAPHON 2126),2202,,http://linguistics.berkeley.edu/~saphon/en/inv/Chipaya.html
39,4,18,,,63,,{},881,,Chipewyan (SPA 63),41,,https://archive.org/details/chp_SPA1979_phon
38,0,14,,,278,,{},881,,CHIPEWYAN (UPSID 278),322,,http://web.phonetik.uni-frankfurt.de/L/L6106.html
31,4,16,,,951,,{},1412,,Chiricahua Apache (PH 951),2785,,
12,0,12,,,2077,,{},1277,,Chiriguano (SAPHON 2077),2441,,http://linguistics.berkeley.edu/~saphon/en/inv/ChiriguanoC.html
12,0,12,,,2078,,{},1277,,Chiriguano (SAPHON 2078),2780,,http://linguistics.berkeley.edu/~saphon/en/inv/ChiriguanoI.html
15,0,6,,,1071,,{},669,,Choctaw (PH 1071),1470,,
34,0,5,,,1718,,{},324,,Chokri (RA 1718),2238,,
15,0,5,,,1921,,{},1148,,Cholón (SAPHON 1921),108,,http://linguistics.berkeley.edu/~saphon/en/inv/Cholon.html
21,0,19,,,910,,{},1942,,Chong (PH 910),2502,,
21,0,8,,,1907,,{},1033,,Chon (SAPHON 1907),2492,,http://linguistics.berkeley.edu/~saphon/en/inv/Ona.html
25,0,12,,,85,,{},1298,,Chontal (SPA 85),792,,https://archive.org/details/chf_SPA1979_phon
40,2,5,,,1586,,{},1476,,Chonyi (GM 1586),340,,
16,0,5,,,1981,,{},1100,,Chorote (SAPHON 1981),1650,,http://linguistics.berkeley.edu/~saphon/en/inv/Chorote.html
20,0,13,,,861,,{},895,,Chrau (PH 861),1091,,
12,0,5,,,284,,{},258,,CHUAVE (UPSID 284),194,,http://web.phonetik.uni-frankfurt.de/L/L8611.html
14,0,6,,,2362,,{},1821,,Chukchi (EA 2362),669,,http://eurphon.info/languages/html?lang_id=191
15,0,7,,,195,,{},1821,,Chukchi (SPA 195),1952,,https://archive.org/details/ckt_SPA1979_phon
15,0,7,,,285,,{},1821,,CHUKCHI (UPSID 285),967,,http://web.phonetik.uni-frankfurt.de/L/L2708.html
22,0,6,,,1983,,{},857,,Chulupí (SAPHON 1983),2034,,http://linguistics.berkeley.edu/~saphon/en/inv/Chulupi.html
21,0,9,,,686,,{},1764,,chumburung (AA 686),1621,,https://archive.org/details/rosettaproject_ncu_ortho-1
30,0,9,,,189,,{},2082,,Chuvash (SPA 189),791,,https://archive.org/details/chv_SPA1979_phon
21,0,9,,,281,,{},2082,,CHUVASH (UPSID 281),645,,http://web.phonetik.uni-frankfurt.de/L/L2160.html
19,7,10,,,1289,,{},1117,,cilungu (GM 1289),700,,
19,0,8,,,2222,,{},945,,Cocos Malay (UZ 2222),2691,,
40,0,8,,,863,,{},360,,Coeur d''Alene' (PH 863),1878,,
27,0,10,,,1895,,{},1089,,Cofán (SAPHON 1895),3004,,http://linguistics.berkeley.edu/~saphon/en/inv/Cofan.html
30,0,5,,,289,,{},1089,,COFAN (UPSID 289),2332,,http://web.phonetik.uni-frankfurt.de/L/L6836.html
16,0,9,,,1222,,{},855,,Colorado; Tsafiki (PH 1222),943,,
12,0,6,,,864,,{},760,,Comanche (PH 864),2276,,
32,2,5,,,1547,,{},2178,,"Comorian, Ndzwani (GM 1547)",488,,
37,0,5,,,1107,,{},1757,,Comox (PH 1107),2520,,
61,2,5,,,1318,,{},806,,Copi (GM 1318),1049,,
25,0,11,,,1139,,{},812,,Croatian (PH 1139),2288,,
